Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00      26/26          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [297]
[281]    0.0    0.00    0.00      26         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [281]
-----------------------------------------------
                0.00    0.00      26/26          void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
[282]    0.0    0.00    0.00      26         __gnu_cxx::__ops::__iter_less_iter() [282]
-----------------------------------------------
                0.00    0.00      26/26          void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [80]
[283]    0.0    0.00    0.00      26         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [283]
                0.00    0.00      50/18761277     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [103]
-----------------------------------------------
                0.00    0.00       5/26          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [335]
                0.00    0.00      21/26          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [298]
[284]    0.0    0.00    0.00      26         std::char_traits<char>::length(char const*) [284]
-----------------------------------------------
                0.00    0.00      26/26          std::thread::_State_impl<std::thread::_Invoker<std::tuple<main::{lambda()#1}> > >::~_State_impl() [392]
[285]    0.0    0.00    0.00      26         std::thread::_State_impl<std::thread::_Invoker<std::tuple<main::{lambda()#1}> > >::~_State_impl() [285]
-----------------------------------------------
                0.00    0.00      26/26          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [288]
[286]    0.0    0.00    0.00      26         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [286]
-----------------------------------------------
                0.00    0.00      26/26          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [288]
[287]    0.0    0.00    0.00      26         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [287]
-----------------------------------------------
                0.00    0.00      26/26          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [297]
[288]    0.0    0.00    0.00      26         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [288]
                0.00    0.00      26/26          std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [287]
                0.00    0.00      26/26          std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [286]
-----------------------------------------------
                0.00    0.00      25/25          void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [294]
[289]    0.0    0.00    0.00      25         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [289]
-----------------------------------------------
                0.00    0.00      25/25          std::tuple_element<0ul, std::tuple<main::{lambda()#1}> >::type&& std::get<0ul, main::{lambda()#1}>(std::tuple<main::{lambda()#1}>&&) [292]
[290]    0.0    0.00    0.00      25         main::{lambda()#1}& std::__get_helper<0ul, main::{lambda()#1}>(std::_Tuple_impl<0ul, main::{lambda()#1}>&) [290]
                0.00    0.00      27/27          std::_Tuple_impl<0ul, main::{lambda()#1}>::_M_head(std::_Tuple_impl<0ul, main::{lambda()#1}>&) [278]
-----------------------------------------------
                0.00    0.00      25/25          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [293]
[291]    0.0    0.00    0.00      25         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [291]
                0.00    0.00      50/60          int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [224]
                0.00    0.00      25/154         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [187]
                0.00    0.00      25/30          int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [267]
                0.00    0.00      25/50          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [226]
-----------------------------------------------
                0.00    0.00      25/25          void std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::_M_invoke<0ul>(std::_Index_tuple<0ul>) [10]
[292]    0.0    0.00    0.00      25         std::tuple_element<0ul, std::tuple<main::{lambda()#1}> >::type&& std::get<0ul, main::{lambda()#1}>(std::tuple<main::{lambda()#1}>&&) [292]
                0.00    0.00      25/25          main::{lambda()#1}& std::__get_helper<0ul, main::{lambda()#1}>(std::_Tuple_impl<0ul, main::{lambda()#1}>&) [290]
                0.00    0.00      23/239         main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&) [183]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [259]
[293]    0.0    0.00    0.00      25         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [293]
                0.00    0.00      50/60          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [223]
                0.00    0.00      25/25          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [291]
-----------------------------------------------
                0.00    0.00      25/25          void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [295]
[294]    0.0    0.00    0.00      25         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [294]
                0.00    0.00      25/25          void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [289]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [259]
[295]    0.0    0.00    0.00      25         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [295]
                0.00    0.00      25/25          void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [294]
-----------------------------------------------
                0.00    0.00      24/24          std::chrono::duration<double, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [86]
[296]    0.0    0.00    0.00      24         std::chrono::duration<double, std::ratio<1l, 1000000l> >::duration<double, void>(double const&) [296]
-----------------------------------------------
                0.00    0.00      21/21          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [298]
[297]    0.0    0.00    0.00      21         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [297]
                0.00    0.00      26/26          bool __gnu_cxx::__is_null_pointer<char const>(char const*) [281]
                0.00    0.00      26/26          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [288]
-----------------------------------------------
                0.00    0.00      21/21          main [41]
[298]    0.0    0.00    0.00      21         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [298]
                0.00    0.00      21/26          std::char_traits<char>::length(char const*) [284]
                0.00    0.00      21/21          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [297]
-----------------------------------------------
                0.00    0.00      20/20          void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [80]
[299]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move_backward<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [299]
                0.00    0.00      48/48          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [227]
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [275]
-----------------------------------------------
                0.00    0.00      10/20          writeTimeStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, long double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [325]
                0.00    0.00      10/20          main [41]
[300]    0.0    0.00    0.00      20         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [300]
                0.00    0.00      20/335         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [181]
-----------------------------------------------
                0.00    0.00      18/18          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [53]
[301]    0.0    0.00    0.00      18         void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [301]
                0.00    0.00      18/18          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [302]
                0.00    0.00      18/128         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [200]
                0.00    0.00      18/1111123     operator new(unsigned long, void*) [109]
-----------------------------------------------
                0.00    0.00      18/18          void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [301]
[302]    0.0    0.00    0.00      18         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::type&) [302]
-----------------------------------------------
                0.00    0.00      18/18          void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [52]
[303]    0.0    0.00    0.00      18         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [303]
-----------------------------------------------
                0.00    0.00      15/15          void std::_Destroy<int*>(int*, int*) [305]
[304]    0.0    0.00    0.00      15         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [304]
-----------------------------------------------
                0.00    0.00      15/15          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [306]
[305]    0.0    0.00    0.00      15         void std::_Destroy<int*>(int*, int*) [305]
                0.00    0.00      15/15          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [304]
-----------------------------------------------
                0.00    0.00       5/15          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [259]
                0.00    0.00      10/15          std::vector<int, std::allocator<int> >::~vector() [314]
[306]    0.0    0.00    0.00      15         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [306]
                0.00    0.00      15/15          void std::_Destroy<int*>(int*, int*) [305]
-----------------------------------------------
                0.00    0.00      12/12          mostrarTemporizador(std::atomic<bool>&) [22]
[307]    0.0    0.00    0.00      12         timeFormat(int) [307]
                0.00    0.00      40/40          std::setw(int) [229]
                0.00    0.00      39/39          std::_Setfill<char> std::setfill<char>(char) [230]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int>::allocator() [72]
[308]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int>::new_allocator() [308]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int>::~allocator() [310]
[309]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int>::~new_allocator() [309]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [311]
[310]    0.0    0.00    0.00      10         std::allocator<int>::~allocator() [310]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int>::~new_allocator() [309]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [313]
[311]    0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [311]
                0.00    0.00      10/10          std::allocator<int>::~allocator() [310]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [73]
[312]    0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [312]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::~vector() [314]
[313]    0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [313]
                0.00    0.00      10/88          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [207]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [311]
-----------------------------------------------
                0.00    0.00      10/10          main [41]
[314]    0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >::~vector() [314]
                0.00    0.00      10/191         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [186]
                0.00    0.00      10/15          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [306]
                0.00    0.00      10/10          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [313]
-----------------------------------------------
                0.00    0.00      10/10          main [41]
[315]    0.0    0.00    0.00      10         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [315]
                0.00    0.00      10/128         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [200]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [317]
[316]    0.0    0.00    0.00       9         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator() [316]
-----------------------------------------------
                0.00    0.00       3/9           main [41]
                0.00    0.00       3/9           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::~_Vector_impl() [345]
                0.00    0.00       3/9           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [354]
[317]    0.0    0.00    0.00       9         std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [317]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator() [316]
-----------------------------------------------
                0.00    0.00       3/9           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [56]
                0.00    0.00       6/9           void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_range_initialize<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::forward_iterator_tag) [54]
[318]    0.0    0.00    0.00       9         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [318]
-----------------------------------------------
                0.00    0.00       8/8           std::chrono::duration<long, std::ratio<1l, 1l> >::zero() [96]
[319]    0.0    0.00    0.00       8         std::chrono::duration_values<long>::zero() [319]
-----------------------------------------------
                0.00    0.00       8/8           mostrarTemporizador(std::atomic<bool>&) [22]
[320]    0.0    0.00    0.00       8         std::chrono::duration<long, std::ratio<1l, 1l> >::duration<int, void>(int const&) [320]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [324]
[321]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [321]
-----------------------------------------------
                0.00    0.00       3/6           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [337]
                0.00    0.00       3/6           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::max_size() const [339]
[322]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_M_max_size() const [322]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [55]
                0.00    0.00       3/6           std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const [340]
[323]    0.0    0.00    0.00       6         std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::begin() const [323]
-----------------------------------------------
                0.00    0.00       3/6           std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [344]
                0.00    0.00       3/6           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [354]
[324]    0.0    0.00    0.00       6         std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [324]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [321]
-----------------------------------------------
                0.00    0.00       5/5           main [41]
[325]    0.0    0.00    0.00       5         writeTimeStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, long double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [325]
                0.00    0.00      25/205         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [185]
                0.00    0.00      10/80          std::__cxx11::to_string(long double) [212]
                0.00    0.00      10/20          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [300]
                0.00    0.00      10/75          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [218]
                0.00    0.00       5/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [335]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [335]
